vote_2020,Gender,Household_Income,Education,State,Age,Race,cell
Donald Trump,Male,"$45,000 to $49,999","Completed some college, but no degree",GA,21 to 30,White,Male 21 to 30
Joe Biden,Male,"$65,000 to $69,999",Associate Degree,LA,61 to 70,White,Male 61 to 70
Donald Trump,Female,"$75,000 to $79,999","Completed some college, but no degree",FL,51 to 60,White,Female 51 to 60
Joe Biden,Male,"$125,000 to $149,999",Masters degree,FL,21 to 30,White,Male 21 to 30
Donald Trump,Male,"$95,000 to $99,999","Completed some college, but no degree",FL,61 to 70,White,Male 61 to 70
Donald Trump,Female,"$100,000 to $124,999","Completed some college, but no degree",CA,41 to 50,Other race,Female 41 to 50
Joe Biden,Female,"$100,000 to $124,999",Masters degree,NJ,21 to 30,White,Female 21 to 30
Donald Trump,Male,"Less than $14,999",Completed some high school,NC,31 to 40,White,Male 31 to 40
Donald Trump,Male,"$40,000 to $44,999",High school graduate,TX,31 to 40,White,Male 31 to 40
Donald Trump,Male,"$100,000 to $124,999",Masters degree,VA,41 to 50,White,Male 41 to 50
Donald Trump,Female,"$25,000 to $29,999","Completed some college, but no degree",FL,41 to 50,Other race,Female 41 to 50
