registration,vote_intention,vote_2020,age,gender,race_ethnicity,household_income,education,state,vote_trump
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$150,000 to $174,999",Masters degree,CA,1
Registered,"Yes, I will vote",Joe Biden,57,Female,Asian (Japanese),"$95,000 to $99,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,20,Male,Asian (Filipino),"Less than $14,999","Completed some college, but no degree",NY,0
Registered,"Yes, I will vote",Donald Trump,40,Male,Asian (Asian Indian),"$100,000 to $124,999","College Degree (such as B.A., B.S.)",GA,1
Registered,"Yes, I will vote",Joe Biden,42,Female,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",WA,0
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$175,000 to $199,999",Doctorate degree,CA,1
Registered,"Yes, I will vote",Joe Biden,32,Female,White,"Less than $14,999",High school graduate,AL,0
Registered,"Yes, I will vote",Joe Biden,26,Female,White,"$35,000 to $39,999",Completed some high school,NJ,0
Registered,"Yes, I will vote",Joe Biden,63,Female,"Black, or African American","Less than $14,999",High school graduate,OH,0
Registered,"Yes, I will vote",Donald Trump,71,Male,White,"$125,000 to $149,999",Other post high school vocational training,KY,1
Registered,"Yes, I will vote",Joe Biden,43,Female,"Black, or African American","$95,000 to $99,999",Masters degree,NJ,0
Registered,"Yes, I will vote",Donald Trump,42,Male,White,"$200,000 to $249,999",Masters degree,IL,1
Registered,"Yes, I will vote",Joe Biden,18,Female,White,"$125,000 to $149,999",Completed some high school,NY,0
Registered,"Yes, I will vote",Donald Trump,61,Female,White,"$55,000 to $59,999",Completed some high school,ME,1
Registered,Not sure,Donald Trump,24,Female,White,"$50,000 to $54,999",High school graduate,OR,1
Registered,"Yes, I will vote",Joe Biden,75,Female,White,"Less than $14,999","Completed some college, but no degree",TN,0
Registered,"Yes, I will vote",Joe Biden,29,Female,White,"$175,000 to $199,999",Masters degree,VA,0
Registered,"Yes, I will vote",Joe Biden,42,Female,White,"$125,000 to $149,999",Masters degree,VA,0
Registered,"Yes, I will vote",Donald Trump,79,Male,White,"$45,000 to $49,999",Associate Degree,NJ,1
Registered,"Yes, I will vote",Joe Biden,65,Male,White,"$100,000 to $124,999","Completed some graduate, but no degree",CT,0
Registered,"Yes, I will vote",Joe Biden,41,Male,"Black, or African American","$25,000 to $29,999",High school graduate,NJ,0
Registered,"Yes, I will vote",Joe Biden,72,Female,"Black, or African American","$95,000 to $99,999",Doctorate degree,WI,0
Registered,"Yes, I will vote",Donald Trump,48,Male,White,"$90,000 to $94,999",Associate Degree,IA,1
Registered,"Yes, I will vote",Donald Trump,48,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",AR,1
Registered,"Yes, I will vote",Donald Trump,68,Female,White,"$30,000 to $34,999","Completed some college, but no degree",AR,1
Registered,"Yes, I will vote",Joe Biden,47,Female,"Black, or African American","$150,000 to $174,999",Masters degree,NJ,0
Registered,"Yes, I will vote",Donald Trump,67,Female,White,"$50,000 to $54,999",Doctorate degree,CA,1
Registered,"Yes, I will vote",Joe Biden,68,Female,White,"$30,000 to $34,999",Other post high school vocational training,CA,0
Registered,"Yes, I will vote",Joe Biden,57,Male,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",NJ,0
Registered,"Yes, I will vote",Joe Biden,58,Male,White,"$250,000 and above",Masters degree,PA,0
Registered,"Yes, I will vote",Donald Trump,79,Male,White,"$40,000 to $44,999",High school graduate,PA,1
Registered,"Yes, I will vote",Joe Biden,48,Female,White,"$55,000 to $59,999",Masters degree,GA,0
Registered,"Yes, I will vote",Joe Biden,62,Male,White,"$60,000 to $64,999",Masters degree,MD,0
Registered,"Yes, I will vote",Joe Biden,55,Female,White,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",VA,0
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$175,000 to $199,999",Masters degree,IL,1
Registered,"Yes, I will vote",Donald Trump,25,Female,White,"$35,000 to $39,999",Completed some high school,TN,1
Registered,"Yes, I will vote",Donald Trump,69,Female,White,"$95,000 to $99,999",Associate Degree,NJ,1
Registered,"Yes, I will vote",Donald Trump,38,Male,White,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",TX,1
Registered,"Yes, I will vote",Donald Trump,68,Female,White,"$35,000 to $39,999","Completed some graduate, but no degree",VA,1
Registered,"Yes, I will vote",Joe Biden,29,Male,Some other race,"$30,000 to $34,999",Completed some high school,MS,0
Registered,"Yes, I will vote",Donald Trump,65,Female,White,"$25,000 to $29,999",Associate Degree,TX,1
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$95,000 to $99,999",Masters degree,FL,1
Registered,"Yes, I will vote",Joe Biden,76,Male,White,"$95,000 to $99,999","Completed some graduate, but no degree",VA,0
Registered,"Yes, I will vote",Donald Trump,75,Female,White,"$55,000 to $59,999",High school graduate,ID,1
Registered,"Yes, I will vote",Donald Trump,76,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,1
Registered,"Yes, I will vote",Donald Trump,78,Female,White,"$25,000 to $29,999","Completed some college, but no degree",OR,1
Registered,"Yes, I will vote",Donald Trump,82,Female,Some other race,"$20,000 to $24,999","Completed some college, but no degree",VA,1
Registered,"Yes, I will vote",Joe Biden,18,Male,White,"$250,000 and above","Completed some college, but no degree",MA,0
Registered,"Yes, I will vote",Donald Trump,76,Male,White,"$25,000 to $29,999","Completed some college, but no degree",FL,1
Registered,"Yes, I will vote",Donald Trump,43,Male,White,"$200,000 to $249,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$150,000 to $174,999",Masters degree,OH,1
Registered,"Yes, I will vote",Joe Biden,29,Female,"Black, or African American","$20,000 to $24,999","College Degree (such as B.A., B.S.)",GA,0
Registered,"Yes, I will vote",Joe Biden,55,Female,Some other race,"$30,000 to $34,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Joe Biden,62,Female,White,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",MA,0
Registered,"Yes, I will vote",Joe Biden,33,Male,Asian (Asian Indian),"$250,000 and above","College Degree (such as B.A., B.S.)",MA,0
Registered,"Yes, I will vote",Joe Biden,75,Female,Some other race,"Less than $14,999","Completed some college, but no degree",ID,0
Registered,"Yes, I will vote",Joe Biden,39,Male,White,"$70,000 to $74,999",Associate Degree,NY,0
Registered,"Yes, I will vote",Donald Trump,74,Female,White,"$45,000 to $49,999",High school graduate,IL,1
Registered,"Yes, I will vote",Donald Trump,25,Male,White,"$40,000 to $44,999",High school graduate,TX,1
Registered,"Yes, I will vote",Donald Trump,25,Male,White,"$250,000 and above","Completed some graduate, but no degree",MO,1
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$175,000 to $199,999",Masters degree,GA,1
Registered,"Yes, I will vote",Joe Biden,35,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",WA,0
Registered,"Yes, I will vote",Joe Biden,19,Male,White,"Less than $14,999","Completed some college, but no degree",IN,0
Registered,"Yes, I will vote",Joe Biden,72,Male,White,"$125,000 to $149,999",Masters degree,TX,0
Registered,"Yes, I will vote",Joe Biden,70,Male,White,"$150,000 to $174,999",Masters degree,PA,0
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$150,000 to $174,999",Masters degree,NC,1
Registered,"Yes, I will vote",Joe Biden,71,Female,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",AZ,0
Registered,"Yes, I will vote",Joe Biden,53,Male,White,"$100,000 to $124,999",Masters degree,CA,0
Registered,"Yes, I will vote",Donald Trump,27,Female,White,"$30,000 to $34,999",Completed some high school,IL,1
Registered,"Yes, I will vote",Donald Trump,36,Male,White,"$35,000 to $39,999","Completed some college, but no degree",WA,1
Registered,"Yes, I will vote",Joe Biden,60,Male,"Black, or African American","Less than $14,999",High school graduate,CO,0
Registered,"Yes, I will vote",Joe Biden,32,Male,"Black, or African American","Less than $14,999",Other post high school vocational training,FL,0
Registered,"Yes, I will vote",Donald Trump,64,Female,White,"$25,000 to $29,999","Completed some college, but no degree",FL,1
Registered,"Yes, I will vote",Joe Biden,51,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",PA,0
Registered,"Yes, I will vote",Joe Biden,29,Male,Some other race,"$60,000 to $64,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Donald Trump,59,Male,"Black, or African American","$25,000 to $29,999",High school graduate,CA,1
Registered,"Yes, I will vote",Donald Trump,55,Male,White,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",MS,1
Registered,"Yes, I will vote",Donald Trump,58,Male,White,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",TX,1
Registered,"Yes, I will vote",Joe Biden,34,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",PA,0
Registered,"Yes, I will vote",Joe Biden,41,Male,American Indian or Alaska Native,"$100,000 to $124,999","Completed some graduate, but no degree",CA,0
Registered,"Yes, I will vote",Joe Biden,43,Male,"Black, or African American","$20,000 to $24,999","Completed some college, but no degree",MO,0
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$200,000 to $249,999",Masters degree,MD,1
Registered,"Yes, I will vote",Joe Biden,44,Male,White,"$150,000 to $174,999",Masters degree,VA,0
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$200,000 to $249,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,68,Male,White,"$125,000 to $149,999","Completed some college, but no degree",WA,1
Registered,"Yes, I will vote",Donald Trump,47,Male,White,"$30,000 to $34,999",High school graduate,UT,1
Registered,"Yes, I will vote",Donald Trump,45,Male,White,"$100,000 to $124,999",Completed some high school,CA,1
Registered,"Yes, I will vote",Joe Biden,36,Female,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",WA,0
Registered,"Yes, I will vote",Joe Biden,43,Male,Asian (Filipino),"$125,000 to $149,999","College Degree (such as B.A., B.S.)",HI,0
Registered,"Yes, I will vote",Joe Biden,22,Male,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",VA,0
Registered,"Yes, I will vote",Joe Biden,43,Female,"Black, or African American","$95,000 to $99,999","Completed some college, but no degree",AZ,0
Registered,"Yes, I will vote",Joe Biden,61,Female,White,"$30,000 to $34,999","Completed some graduate, but no degree",DC,0
Registered,"Yes, I will vote",Joe Biden,63,Male,White,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",WI,0
Registered,"Yes, I will vote",Donald Trump,24,Female,White,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",OH,1
Registered,"Yes, I will vote",Joe Biden,24,Female,Asian (Asian Indian),"$15,000 to $19,999","College Degree (such as B.A., B.S.)",NY,0
Registered,"Yes, I will vote",Joe Biden,36,Female,Some other race,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",MA,0
Registered,"Yes, I will vote",Donald Trump,76,Male,White,"$35,000 to $39,999",High school graduate,NJ,1
Registered,"Yes, I will vote",Joe Biden,48,Female,"Black, or African American","$95,000 to $99,999","College Degree (such as B.A., B.S.)",NC,0
Registered,"Yes, I will vote",Donald Trump,37,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,1
Registered,"Yes, I will vote",Joe Biden,31,Female,"Black, or African American","$35,000 to $39,999","College Degree (such as B.A., B.S.)",MS,0
Registered,"Yes, I will vote",Joe Biden,33,Female,White,"$45,000 to $49,999",Masters degree,AL,0
Registered,"Yes, I will vote",Joe Biden,41,Male,White,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",ME,0
Registered,"Yes, I will vote",Joe Biden,44,Male,Asian (Chinese),"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,35,Female,Some other race,"$40,000 to $44,999","Completed some college, but no degree",NC,0
Registered,"Yes, I will vote",Donald Trump,69,Female,White,"Less than $14,999",High school graduate,AZ,1
Registered,"Yes, I will vote",Donald Trump,38,Male,White,"$150,000 to $174,999",Masters degree,WA,1
Registered,"Yes, I will vote",Donald Trump,21,Male,White,"$250,000 and above",High school graduate,CA,1
Registered,"Yes, I will vote",Donald Trump,25,Male,White,"$85,000 to $89,999","Completed some graduate, but no degree",KS,1
Registered,"Yes, I will vote",Donald Trump,58,Male,White,"$100,000 to $124,999",Masters degree,LA,1
Registered,Not sure,Joe Biden,40,Male,White,"$150,000 to $174,999",Masters degree,PA,0
Registered,"Yes, I will vote",Donald Trump,65,Female,White,"$50,000 to $54,999",Associate Degree,WA,1
Registered,"Yes, I will vote",Donald Trump,34,Male,White,"$175,000 to $199,999",Doctorate degree,TX,1
Registered,"Yes, I will vote",Donald Trump,36,Male,White,"$100,000 to $124,999",Masters degree,TX,1
Registered,"Yes, I will vote",Donald Trump,44,Female,White,"$20,000 to $24,999",Completed some high school,NC,1
Registered,"Yes, I will vote",Donald Trump,57,Female,White,"$35,000 to $39,999","Completed some college, but no degree",MD,1
Registered,"Yes, I will vote",Donald Trump,44,Male,White,"$150,000 to $174,999",Masters degree,TN,1
Registered,"Yes, I will vote",Joe Biden,44,Female,White,"$150,000 to $174,999","Completed some college, but no degree",CT,0
Registered,"Yes, I will vote",Joe Biden,62,Male,White,"$65,000 to $69,999",Masters degree,KY,0
Registered,"Yes, I will vote",Donald Trump,36,Female,White,"$25,000 to $29,999",Completed some high school,NC,1
Registered,"Yes, I will vote",Donald Trump,39,Male,White,"$150,000 to $174,999",Masters degree,FL,1
Registered,"Yes, I will vote",Donald Trump,38,Female,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",FL,1
Registered,"Yes, I will vote",Donald Trump,68,Female,White,"$55,000 to $59,999",Other post high school vocational training,PA,1
Registered,"Yes, I will vote",Joe Biden,37,Female,"Black, or African American","$55,000 to $59,999",Other post high school vocational training,SC,0
Registered,"Yes, I will vote",Joe Biden,61,Female,"Black, or African American","Less than $14,999",Associate Degree,CT,0
Registered,"Yes, I will vote",Joe Biden,57,Male,White,"$150,000 to $174,999",Masters degree,NY,0
Registered,"Yes, I will vote",Donald Trump,49,Male,White,"Less than $14,999",Completed some high school,GA,1
Registered,"Yes, I will vote",Joe Biden,36,Male,White,"$25,000 to $29,999","Completed some college, but no degree",OH,0
Registered,"Yes, I will vote",Donald Trump,30,Female,White,"Less than $14,999",Completed some high school,AL,1
Registered,"Yes, I will vote",Donald Trump,31,Female,White,"$25,000 to $29,999",Completed some high school,FL,1
Registered,"Yes, I will vote",Donald Trump,46,Female,White,"$45,000 to $49,999",Other post high school vocational training,CA,1
Registered,"Yes, I will vote",Joe Biden,32,Female,"Black, or African American","$15,000 to $19,999",Completed some high school,MI,0
Registered,"Yes, I will vote",Joe Biden,38,Female,"Black, or African American","Less than $14,999",Completed some high school,MD,0
Registered,"Yes, I will vote",Donald Trump,35,Female,White,"$75,000 to $79,999",Masters degree,VA,1
Registered,"Yes, I will vote",Donald Trump,37,Male,White,"$85,000 to $89,999",Other post high school vocational training,NY,1
Registered,"Yes, I will vote",Joe Biden,40,Male,White,"$80,000 to $84,999",Masters degree,NY,0
Registered,"Yes, I will vote",Donald Trump,62,Female,White,"$70,000 to $74,999",High school graduate,GA,1
Registered,"Yes, I will vote",Joe Biden,24,Male,"Black, or African American","$15,000 to $19,999","College Degree (such as B.A., B.S.)",VA,0
Registered,"Yes, I will vote",Joe Biden,40,Male,White,"$100,000 to $124,999",Masters degree,NY,0
Registered,"Yes, I will vote",Donald Trump,34,Female,White,"$75,000 to $79,999",Other post high school vocational training,NC,1
